geography,date,claims
SKAGIT, 09/17/22,60
SKAMANIA, 09/17/22,4
SNOHOMISH, 09/17/22,373
SPOKANE, 09/17/22,224
STEVENS, 09/17/22,10
THURSTON, 09/17/22,148
WAHKIAKUM, 09/17/22,2
WALLA WALLA, 09/17/22,19
WHATCOM, 09/17/22,127
WHITMAN, 09/17/22,11
YAKIMA, 09/17/22,136
ADAMS, 09/24/22,8
ASOTIN, 09/24/22,6
BENTON, 09/24/22,132
CHELAN, 09/24/22,39
CLALLAM, 09/24/22,33
CLARK, 09/24/22,164
COLUMBIA, 09/24/22,0
COWLITZ, 09/24/22,77
DOUGLAS, 09/24/22,14
FERRY, 09/24/22,0
FRANKLIN, 09/24/22,58
GARFIELD, 09/24/22,2
GRANT, 09/24/22,58
GRAYS HARBOR, 09/24/22,86
ISLAND, 09/24/22,22
JEFFERSON, 09/24/22,2
KING, 09/24/22,816
KITSAP, 09/24/22,70
KITTITAS, 09/24/22,17
KLICKITAT, 09/24/22,6
LEWIS, 09/24/22,60
LINCOLN, 09/24/22,3
MASON, 09/24/22,28
OKANOGAN, 09/24/22,17
PACIFIC, 09/24/22,14
PEND OREILLE, 09/24/22,2
PIERCE, 09/24/22,438
SAN JUAN, 09/24/22,1
SKAGIT, 09/24/22,61
SKAMANIA, 09/24/22,3
SNOHOMISH, 09/24/22,344
SPOKANE, 09/24/22,186
STEVENS, 09/24/22,21
THURSTON, 09/24/22,127
WAHKIAKUM, 09/24/22,1
WALLA WALLA, 09/24/22,20
WHATCOM, 09/24/22,95
WHITMAN, 09/24/22,7
YAKIMA, 09/24/22,152
ADAMS, 10/01/22,5
ASOTIN, 10/01/22,6
BENTON, 10/01/22,134
CHELAN, 10/01/22,34
CLALLAM, 10/01/22,35
CLARK, 10/01/22,169
COLUMBIA, 10/01/22,2
COWLITZ, 10/01/22,70
DOUGLAS, 10/01/22,17
FERRY, 10/01/22,1
FRANKLIN, 10/01/22,56
GARFIELD, 10/01/22,0
GRANT, 10/01/22,52
GRAYS HARBOR, 10/01/22,44
ISLAND, 10/01/22,13
JEFFERSON, 10/01/22,11
KING, 10/01/22,855
KITSAP, 10/01/22,92
KITTITAS, 10/01/22,17
KLICKITAT, 10/01/22,4
LEWIS, 10/01/22,56
LINCOLN, 10/01/22,6
MASON, 10/01/22,30
OKANOGAN, 10/01/22,13
PACIFIC, 10/01/22,22
PEND OREILLE, 10/01/22,2
PIERCE, 10/01/22,531
SAN JUAN, 10/01/22,2
SKAGIT, 10/01/22,75
SKAMANIA, 10/01/22,4
SNOHOMISH, 10/01/22,375
SPOKANE, 10/01/22,201
STEVENS, 10/01/22,12
THURSTON, 10/01/22,118
WAHKIAKUM, 10/01/22,1
WALLA WALLA, 10/01/22,16
WHATCOM, 10/01/22,105
WHITMAN, 10/01/22,10
YAKIMA, 10/01/22,181
ADAMS, 10/08/22,6
ASOTIN, 10/08/22,6
BENTON, 10/08/22,134
CHELAN, 10/08/22,49
CLALLAM, 10/08/22,35
CLARK, 10/08/22,222
COLUMBIA, 10/08/22,2
COWLITZ, 10/08/22,74
DOUGLAS, 10/08/22,27
FERRY, 10/08/22,4
FRANKLIN, 10/08/22,73
GARFIELD, 10/08/22,2
GRANT, 10/08/22,64
GRAYS HARBOR, 10/08/22,74
ISLAND, 10/08/22,35
JEFFERSON, 10/08/22,11
KING, 10/08/22,1201
KITSAP, 10/08/22,108
KITTITAS, 10/08/22,34
KLICKITAT, 10/08/22,11
LEWIS, 10/08/22,57
LINCOLN, 10/08/22,4
MASON, 10/08/22,45
OKANOGAN, 10/08/22,22
PACIFIC, 10/08/22,14
PEND OREILLE, 10/08/22,6
PIERCE, 10/08/22,650
SAN JUAN, 10/08/22,2
SKAGIT, 10/08/22,90
SKAMANIA, 10/08/22,5
SNOHOMISH, 10/08/22,455
SPOKANE, 10/08/22,249
STEVENS, 10/08/22,29
THURSTON, 10/08/22,169
WAHKIAKUM, 10/08/22,2
WALLA WALLA, 10/08/22,15
WHATCOM, 10/08/22,150
WHITMAN, 10/08/22,4
YAKIMA, 10/08/22,249
ADAMS, 10/15/22,4
ASOTIN, 10/15/22,6
BENTON, 10/15/22,168
CHELAN, 10/15/22,65
CLALLAM, 10/15/22,27
CLARK, 10/15/22,191
COLUMBIA, 10/15/22,2
COWLITZ, 10/15/22,69
DOUGLAS, 10/15/22,26
FERRY, 10/15/22,4
FRANKLIN, 10/15/22,69
GARFIELD, 10/15/22,1
GRANT, 10/15/22,80
GRAYS HARBOR, 10/15/22,64
ISLAND, 10/15/22,27
JEFFERSON, 10/15/22,9
KING, 10/15/22,992
KITSAP, 10/15/22,104
KITTITAS, 10/15/22,21
KLICKITAT, 10/15/22,11
LEWIS, 10/15/22,77
LINCOLN, 10/15/22,7
MASON, 10/15/22,37
OKANOGAN, 10/15/22,24
PACIFIC, 10/15/22,16
PEND OREILLE, 10/15/22,7
PIERCE, 10/15/22,583
SAN JUAN, 10/15/22,2
SKAGIT, 10/15/22,90
SKAMANIA, 10/15/22,5
SNOHOMISH, 10/15/22,405
SPOKANE, 10/15/22,217
STEVENS, 10/15/22,14
THURSTON, 10/15/22,147
WAHKIAKUM, 10/15/22,2
WALLA WALLA, 10/15/22,14
WHATCOM, 10/15/22,107
WHITMAN, 10/15/22,13
YAKIMA, 10/15/22,311
ADAMS, 10/22/22,11
ASOTIN, 10/22/22,4
BENTON, 10/22/22,118
CHELAN, 10/22/22,69
CLALLAM, 10/22/22,25
CLARK, 10/22/22,181
COLUMBIA, 10/22/22,1
COWLITZ, 10/22/22,60
DOUGLAS, 10/22/22,23
FERRY, 10/22/22,2
FRANKLIN, 10/22/22,57
GARFIELD, 10/22/22,1
GRANT, 10/22/22,75
GRAYS HARBOR, 10/22/22,52
ISLAND, 10/22/22,18
JEFFERSON, 10/22/22,6
KING, 10/22/22,941
KITSAP, 10/22/22,94
KITTITAS, 10/22/22,23
KLICKITAT, 10/22/22,9
LEWIS, 10/22/22,64
LINCOLN, 10/22/22,7
MASON, 10/22/22,46
OKANOGAN, 10/22/22,18
PACIFIC, 10/22/22,11
PEND OREILLE, 10/22/22,7
PIERCE, 10/22/22,536
SAN JUAN, 10/22/22,3
SKAGIT, 10/22/22,91
SKAMANIA, 10/22/22,3
SNOHOMISH, 10/22/22,375
SPOKANE, 10/22/22,203
STEVENS, 10/22/22,29
THURSTON, 10/22/22,141
WAHKIAKUM, 10/22/22,1
WALLA WALLA, 10/22/22,22
WHATCOM, 10/22/22,117
WHITMAN, 10/22/22,6
YAKIMA, 10/22/22,238
ADAMS, 10/29/22,20
ASOTIN, 10/29/22,7
BENTON, 10/29/22,160
CHELAN, 10/29/22,83
CLALLAM, 10/29/22,43
CLARK, 10/29/22,228
COLUMBIA, 10/29/22,2
COWLITZ, 10/29/22,90
DOUGLAS, 10/29/22,37
FERRY, 10/29/22,3
FRANKLIN, 10/29/22,95
GARFIELD, 10/29/22,1
GRANT, 10/29/22,102
GRAYS HARBOR, 10/29/22,56
ISLAND, 10/29/22,21
JEFFERSON, 10/29/22,13
KING, 10/29/22,915
KITSAP, 10/29/22,97
KITTITAS, 10/29/22,21
KLICKITAT, 10/29/22,12
LEWIS, 10/29/22,65
LINCOLN, 10/29/22,5
MASON, 10/29/22,37
OKANOGAN, 10/29/22,42
PACIFIC, 10/29/22,8
PEND OREILLE, 10/29/22,7
PIERCE, 10/29/22,664
SAN JUAN, 10/29/22,10
SKAGIT, 10/29/22,76
SKAMANIA, 10/29/22,10
SNOHOMISH, 10/29/22,400
SPOKANE, 10/29/22,296
STEVENS, 10/29/22,28
THURSTON, 10/29/22,184
WAHKIAKUM, 10/29/22,3
WALLA WALLA, 10/29/22,21
WHATCOM, 10/29/22,127
WHITMAN, 10/29/22,10
YAKIMA, 10/29/22,316
ADAMS, 11/05/22,22
ASOTIN, 11/05/22,13
BENTON, 11/05/22,210
CHELAN, 11/05/22,78
CLALLAM, 11/05/22,40
CLARK, 11/05/22,232
COLUMBIA, 11/05/22,4
COWLITZ, 11/05/22,91
DOUGLAS, 11/05/22,44
FERRY, 11/05/22,4
FRANKLIN, 11/05/22,126
GARFIELD, 11/05/22,0
GRANT, 11/05/22,109
GRAYS HARBOR, 11/05/22,77
ISLAND, 11/05/22,30
JEFFERSON, 11/05/22,13
KING, 11/05/22,1202
KITSAP, 11/05/22,124
KITTITAS, 11/05/22,45
KLICKITAT, 11/05/22,15
LEWIS, 11/05/22,79
LINCOLN, 11/05/22,9
MASON, 11/05/22,46
OKANOGAN, 11/05/22,55
PACIFIC, 11/05/22,17
PEND OREILLE, 11/05/22,11
PIERCE, 11/05/22,745
SAN JUAN, 11/05/22,12
SKAGIT, 11/05/22,125
SKAMANIA, 11/05/22,9
SNOHOMISH, 11/05/22,506
SPOKANE, 11/05/22,386
STEVENS, 11/05/22,55
THURSTON, 11/05/22,196
WAHKIAKUM, 11/05/22,3
WALLA WALLA, 11/05/22,30
WHATCOM, 11/05/22,121
WHITMAN, 11/05/22,12
YAKIMA, 11/05/22,388
ADAMS, 11/05/22,22
ASOTIN, 11/05/22,13
BENTON, 11/05/22,210
CHELAN, 11/05/22,78
CLALLAM, 11/05/22,40
CLARK, 11/05/22,232
COLUMBIA, 11/05/22,4
COWLITZ, 11/05/22,91
DOUGLAS, 11/05/22,44
FERRY, 11/05/22,4
FRANKLIN, 11/05/22,126
GARFIELD, 11/05/22,0
GRANT, 11/05/22,109
GRAYS HARBOR, 11/05/22,77
ISLAND, 11/05/22,30
JEFFERSON, 11/05/22,13
KING, 11/05/22,1202
KITSAP, 11/05/22,124
KITTITAS, 11/05/22,45
KLICKITAT, 11/05/22,15
LEWIS, 11/05/22,79
LINCOLN, 11/05/22,9
MASON, 11/05/22,46
OKANOGAN, 11/05/22,55
PACIFIC, 11/05/22,17
PEND OREILLE, 11/05/22,11
PIERCE, 11/05/22,745
SAN JUAN, 11/05/22,12
SKAGIT, 11/05/22,125
SKAMANIA, 11/05/22,9
SNOHOMISH, 11/05/22,506
SPOKANE, 11/05/22,386
STEVENS, 11/05/22,55
THURSTON, 11/05/22,196
WAHKIAKUM, 11/05/22,3
WALLA WALLA, 11/05/22,30
WHATCOM, 11/05/22,121
WHITMAN, 11/05/22,12
YAKIMA, 11/05/22,388
ADAMS, 11/12/22,31
ASOTIN, 11/12/22,8
BENTON, 11/12/22,203
CHELAN, 11/12/22,99
CLALLAM, 11/12/22,47
CLARK, 11/12/22,220
COLUMBIA, 11/12/22,1
COWLITZ, 11/12/22,75
DOUGLAS, 11/12/22,62
FERRY, 11/12/22,12
FRANKLIN, 11/12/22,111
GARFIELD, 11/12/22,0
GRANT, 11/12/22,182
GRAYS HARBOR, 11/12/22,75
ISLAND, 11/12/22,26
JEFFERSON, 11/12/22,11
KING, 11/12/22,1126
KITSAP, 11/12/22,118
KITTITAS, 11/12/22,25
KLICKITAT, 11/12/22,7
LEWIS, 11/12/22,64
LINCOLN, 11/12/22,6
MASON, 11/12/22,39
OKANOGAN, 11/12/22,72
PACIFIC, 11/12/22,15
PEND OREILLE, 11/12/22,18
PIERCE, 11/12/22,617
SAN JUAN, 11/12/22,7
SKAGIT, 11/12/22,106
SKAMANIA, 11/12/22,7
SNOHOMISH, 11/12/22,485
SPOKANE, 11/12/22,560
STEVENS, 11/12/22,65
THURSTON, 11/12/22,183
WAHKIAKUM, 11/12/22,3
WALLA WALLA, 11/12/22,28
WHATCOM, 11/12/22,132
WHITMAN, 11/12/22,10
YAKIMA, 11/12/22,437
ADAMS, 11/19/22,49
ASOTIN, 11/19/22,7
BENTON, 11/19/22,286
CHELAN, 11/19/22,113
CLALLAM, 11/19/22,58
CLARK, 11/19/22,224
COLUMBIA, 11/19/22,5
COWLITZ, 11/19/22,100
DOUGLAS, 11/19/22,64
FERRY, 11/19/22,9
FRANKLIN, 11/19/22,219
GARFIELD, 11/19/22,1
GRANT, 11/19/22,205
GRAYS HARBOR, 11/19/22,82
ISLAND, 11/19/22,19
JEFFERSON, 11/19/22,14
KING, 11/19/22,1245
KITSAP, 11/19/22,123
KITTITAS, 11/19/22,39
KLICKITAT, 11/19/22,19
LEWIS, 11/19/22,77
LINCOLN, 11/19/22,8
MASON, 11/19/22,40
OKANOGAN, 11/19/22,76
PACIFIC, 11/19/22,10
PEND OREILLE, 11/19/22,22
PIERCE, 11/19/22,657
SAN JUAN, 11/19/22,8
SKAGIT, 11/19/22,91
SKAMANIA, 11/19/22,11
SNOHOMISH, 11/19/22,541
SPOKANE, 11/19/22,531
STEVENS, 11/19/22,47
THURSTON, 11/19/22,181
WAHKIAKUM, 11/19/22,2
WALLA WALLA, 11/19/22,45
WHATCOM, 11/19/22,139
WHITMAN, 11/19/22,10
YAKIMA, 11/19/22,694
ADAMS, 11/26/22,78
ASOTIN, 11/26/22,11
BENTON, 11/26/22,294
CHELAN, 11/26/22,92
CLALLAM, 11/26/22,41
CLARK, 11/26/22,166
COLUMBIA, 11/26/22,1
COWLITZ, 11/26/22,91
DOUGLAS, 11/26/22,69
FERRY, 11/26/22,8
FRANKLIN, 11/26/22,199
GARFIELD, 11/26/22,1
GRANT, 11/26/22,132
GRAYS HARBOR, 11/26/22,73
ISLAND, 11/26/22,30
JEFFERSON, 11/26/22,9
KING, 11/26/22,954
KITSAP, 11/26/22,83
KITTITAS, 11/26/22,42
KLICKITAT, 11/26/22,25
LEWIS, 11/26/22,66
LINCOLN, 11/26/22,9
MASON, 11/26/22,43
OKANOGAN, 11/26/22,38
PACIFIC, 11/26/22,9
PEND OREILLE, 11/26/22,14
PIERCE, 11/26/22,610
SAN JUAN, 11/26/22,2
SKAGIT, 11/26/22,99
SKAMANIA, 11/26/22,10
SNOHOMISH, 11/26/22,443
SPOKANE, 11/26/22,399
STEVENS, 11/26/22,66
THURSTON, 11/26/22,192
WAHKIAKUM, 11/26/22,2
WALLA WALLA, 11/26/22,58
WHATCOM, 11/26/22,166
WHITMAN, 11/26/22,12
YAKIMA, 11/26/22,525
ADAMS, 12/03/22,65
ASOTIN, 12/03/22,11
BENTON, 12/03/22,311
CHELAN, 12/03/22,168
CLALLAM, 12/03/22,78
CLARK, 12/03/22,300
COLUMBIA, 12/03/22,3
COWLITZ, 12/03/22,126
DOUGLAS, 12/03/22,97
FERRY, 12/03/22,14
FRANKLIN, 12/03/22,189
GARFIELD, 12/03/22,2
GRANT, 12/03/22,222
GRAYS HARBOR, 12/03/22,117
ISLAND, 12/03/22,43
JEFFERSON, 12/03/22,15
KING, 12/03/22,1393
KITSAP, 12/03/22,185
KITTITAS, 12/03/22,62
KLICKITAT, 12/03/22,28
LEWIS, 12/03/22,124
LINCOLN, 12/03/22,17
MASON, 12/03/22,70
OKANOGAN, 12/03/22,91
PACIFIC, 12/03/22,19
PEND OREILLE, 12/03/22,22
PIERCE, 12/03/22,1087
SAN JUAN, 12/03/22,5
SKAGIT, 12/03/22,178
SKAMANIA, 12/03/22,11
SNOHOMISH, 12/03/22,757
SPOKANE, 12/03/22,654
STEVENS, 12/03/22,108
THURSTON, 12/03/22,243
WAHKIAKUM, 12/03/22,1
WALLA WALLA, 12/03/22,62
WHATCOM, 12/03/22,223
WHITMAN, 12/03/22,14
YAKIMA, 12/03/22,569
ADAMS, 12/10/22,50
ASOTIN, 12/10/22,9
BENTON, 12/10/22,369
CHELAN, 12/10/22,106
CLALLAM, 12/10/22,37
CLARK, 12/10/22,267
COLUMBIA, 12/10/22,5
COWLITZ, 12/10/22,82
DOUGLAS, 12/10/22,62
FERRY, 12/10/22,5
FRANKLIN, 12/10/22,181
GARFIELD, 12/10/22,3
GRANT, 12/10/22,171
GRAYS HARBOR, 12/10/22,79
ISLAND, 12/10/22,37
JEFFERSON, 12/10/22,26
KING, 12/10/22,1146
KITSAP, 12/10/22,139
KITTITAS, 12/10/22,58
KLICKITAT, 12/10/22,17
LEWIS, 12/10/22,82
LINCOLN, 12/10/22,5
MASON, 12/10/22,47
OKANOGAN, 12/10/22,62
PACIFIC, 12/10/22,11
PEND OREILLE, 12/10/22,16
PIERCE, 12/10/22,800
SAN JUAN, 12/10/22,7
SKAGIT, 12/10/22,115
SKAMANIA, 12/10/22,14
SNOHOMISH, 12/10/22,611
SPOKANE, 12/10/22,527
STEVENS, 12/10/22,61
THURSTON, 12/10/22,192
WAHKIAKUM, 12/10/22,1
WALLA WALLA, 12/10/22,51
WHATCOM, 12/10/22,173
WHITMAN, 12/10/22,13
YAKIMA, 12/10/22,514
ADAMS, 12/17/22,31
ASOTIN, 12/17/22,2
BENTON, 12/17/22,304
CHELAN, 12/17/22,108
CLALLAM, 12/17/22,41
CLARK, 12/17/22,231
COLUMBIA, 12/17/22,1
COWLITZ, 12/17/22,78
DOUGLAS, 12/17/22,73
FERRY, 12/17/22,11
FRANKLIN, 12/17/22,187
GARFIELD, 12/17/22,1
GRANT, 12/17/22,155
GRAYS HARBOR, 12/17/22,66
ISLAND, 12/17/22,28
JEFFERSON, 12/17/22,17
KING, 12/17/22,1110
KITSAP, 12/17/22,127
KITTITAS, 12/17/22,48
KLICKITAT, 12/17/22,20
LEWIS, 12/17/22,78
LINCOLN, 12/17/22,8
MASON, 12/17/22,39
OKANOGAN, 12/17/22,45
PACIFIC, 12/17/22,18
PEND OREILLE, 12/17/22,12
PIERCE, 12/17/22,655
SAN JUAN, 12/17/22,5
SKAGIT, 12/17/22,122
SKAMANIA, 12/17/22,13
SNOHOMISH, 12/17/22,474
SPOKANE, 12/17/22,457
STEVENS, 12/17/22,51
THURSTON, 12/17/22,189
WAHKIAKUM, 12/17/22,0
WALLA WALLA, 12/17/22,56
WHATCOM, 12/17/22,190
WHITMAN, 12/17/22,13
YAKIMA, 12/17/22,511
ADAMS, 12/24/22,44
ASOTIN, 12/24/22,10
BENTON, 12/24/22,316
CHELAN, 12/24/22,135
CLALLAM, 12/24/22,113
CLARK, 12/24/22,372
COLUMBIA, 12/24/22,9
COWLITZ, 12/24/22,82
DOUGLAS, 12/24/22,86
FERRY, 12/24/22,6
FRANKLIN, 12/24/22,205
GARFIELD, 12/24/22,0
GRANT, 12/24/22,194
GRAYS HARBOR, 12/24/22,84
ISLAND, 12/24/22,43
JEFFERSON, 12/24/22,21
KING, 12/24/22,1392
KITSAP, 12/24/22,173
KITTITAS, 12/24/22,83
KLICKITAT, 12/24/22,27
LEWIS, 12/24/22,150
LINCOLN, 12/24/22,12
MASON, 12/24/22,82
OKANOGAN, 12/24/22,71
PACIFIC, 12/24/22,11
PEND OREILLE, 12/24/22,18
PIERCE, 12/24/22,964
SAN JUAN, 12/24/22,12
SKAGIT, 12/24/22,201
SKAMANIA, 12/24/22,17
SNOHOMISH, 12/24/22,754
SPOKANE, 12/24/22,582
STEVENS, 12/24/22,62
THURSTON, 12/24/22,223
WAHKIAKUM, 12/24/22,2
WALLA WALLA, 12/24/22,113
WHATCOM, 12/24/22,386
WHITMAN, 12/24/22,18
YAKIMA, 12/24/22,625
ADAMS, 12/31/22,34
ASOTIN, 12/31/22,9
BENTON, 12/31/22,327
CHELAN, 12/31/22,124
CLALLAM, 12/31/22,85
CLARK, 12/31/22,305
COLUMBIA, 12/31/22,2
COWLITZ, 12/31/22,112
DOUGLAS, 12/31/22,95
FERRY, 12/31/22,5
FRANKLIN, 12/31/22,185
GARFIELD, 12/31/22,1
GRANT, 12/31/22,137
GRAYS HARBOR, 12/31/22,135
ISLAND, 12/31/22,47
JEFFERSON, 12/31/22,17
KING, 12/31/22,1315
KITSAP, 12/31/22,191
KITTITAS, 12/31/22,53
KLICKITAT, 12/31/22,37
LEWIS, 12/31/22,212
LINCOLN, 12/31/22,17
MASON, 12/31/22,79
OKANOGAN, 12/31/22,56
PACIFIC, 12/31/22,16
PEND OREILLE, 12/31/22,18
PIERCE, 12/31/22,1097
SAN JUAN, 12/31/22,14
SKAGIT, 12/31/22,234
SKAMANIA, 12/31/22,21
SNOHOMISH, 12/31/22,829
SPOKANE, 12/31/22,538
STEVENS, 12/31/22,68
THURSTON, 12/31/22,280
WAHKIAKUM, 12/31/22,3
WALLA WALLA, 12/31/22,50
WHATCOM, 12/31/22,303
WHITMAN, 12/31/22,11
YAKIMA, 12/31/22,530
ADAMS, 01/07/23,27
ASOTIN, 01/07/23,7
BENTON, 01/07/23,238
CHELAN, 01/07/23,90
CLALLAM, 01/07/23,48
CLARK, 01/07/23,309
COLUMBIA, 01/07/23,4
COWLITZ, 01/07/23,109
DOUGLAS, 01/07/23,56
FERRY, 01/07/23,9
FRANKLIN, 01/07/23,163
GARFIELD, 01/07/23,1
GRANT, 01/07/23,89
GRAYS HARBOR, 01/07/23,144
ISLAND, 01/07/23,46
JEFFERSON, 01/07/23,21
KING, 01/07/23,1497
KITSAP, 01/07/23,145
KITTITAS, 01/07/23,47
KLICKITAT, 01/07/23,19
LEWIS, 01/07/23,123
LINCOLN, 01/07/23,10
MASON, 01/07/23,58
OKANOGAN, 01/07/23,62
PACIFIC, 01/07/23,20
PEND OREILLE, 01/07/23,11
PIERCE, 01/07/23,903
SAN JUAN, 01/07/23,8
SKAGIT, 01/07/23,122
SKAMANIA, 01/07/23,14
SNOHOMISH, 01/07/23,614
SPOKANE, 01/07/23,506
STEVENS, 01/07/23,52
THURSTON, 01/07/23,244
WAHKIAKUM, 01/07/23,3
WALLA WALLA, 01/07/23,50
WHATCOM, 01/07/23,170
WHITMAN, 01/07/23,17
YAKIMA, 01/07/23,328
ADAMS, 01/14/23,19
ASOTIN, 01/14/23,8
BENTON, 01/14/23,192
CHELAN, 01/14/23,58
CLALLAM, 01/14/23,33
CLARK, 01/14/23,244
COLUMBIA, 01/14/23,0
COWLITZ, 01/14/23,73
DOUGLAS, 01/14/23,43
FERRY, 01/14/23,6
FRANKLIN, 01/14/23,81
GARFIELD, 01/14/23,1
GRANT, 01/14/23,96
GRAYS HARBOR, 01/14/23,110
ISLAND, 01/14/23,36
JEFFERSON, 01/14/23,12
KING, 01/14/23,1273
KITSAP, 01/14/23,134
KITTITAS, 01/14/23,48
KLICKITAT, 01/14/23,10
LEWIS, 01/14/23,80
LINCOLN, 01/14/23,2
MASON, 01/14/23,38
OKANOGAN, 01/14/23,28
PACIFIC, 01/14/23,13
PEND OREILLE, 01/14/23,6
PIERCE, 01/14/23,723
SAN JUAN, 01/14/23,6
SKAGIT, 01/14/23,76
SKAMANIA, 01/14/23,7
SNOHOMISH, 01/14/23,530
SPOKANE, 01/14/23,362
STEVENS, 01/14/23,24
THURSTON, 01/14/23,168
WAHKIAKUM, 01/14/23,2
WALLA WALLA, 01/14/23,32
WHATCOM, 01/14/23,136
WHITMAN, 01/14/23,15
YAKIMA, 01/14/23,214
ADAMS, 01/21/23,11
ASOTIN, 01/21/23,7
BENTON, 01/21/23,138
CHELAN, 01/21/23,64
CLALLAM, 01/21/23,37
CLARK, 01/21/23,236
COLUMBIA, 01/21/23,5
COWLITZ, 01/21/23,67
DOUGLAS, 01/21/23,31
FERRY, 01/21/23,7
FRANKLIN, 01/21/23,75
GARFIELD, 01/21/23,0
GRANT, 01/21/23,76
GRAYS HARBOR, 01/21/23,71
ISLAND, 01/21/23,28
JEFFERSON, 01/21/23,17
KING, 01/21/23,1484
KITSAP, 01/21/23,144
KITTITAS, 01/21/23,34
KLICKITAT, 01/21/23,7
LEWIS, 01/21/23,92
LINCOLN, 01/21/23,6
MASON, 01/21/23,32
OKANOGAN, 01/21/23,30
PACIFIC, 01/21/23,17
PEND OREILLE, 01/21/23,9
PIERCE, 01/21/23,715
SAN JUAN, 01/21/23,2
SKAGIT, 01/21/23,85
SKAMANIA, 01/21/23,5
SNOHOMISH, 01/21/23,560
SPOKANE, 01/21/23,271
STEVENS, 01/21/23,30
THURSTON, 01/21/23,184
WAHKIAKUM, 01/21/23,3
WALLA WALLA, 01/21/23,26
WHATCOM, 01/21/23,132
WHITMAN, 01/21/23,9
YAKIMA, 01/21/23,183
ADAMS, 01/28/23,7
ASOTIN, 01/28/23,6
BENTON, 01/28/23,167
CHELAN, 01/28/23,67
CLALLAM, 01/28/23,31
CLARK, 01/28/23,262
COLUMBIA, 01/28/23,5
COWLITZ, 01/28/23,90
DOUGLAS, 01/28/23,37
FERRY, 01/28/23,5
FRANKLIN, 01/28/23,76
GARFIELD, 01/28/23,0
GRANT, 01/28/23,76
GRAYS HARBOR, 01/28/23,54
ISLAND, 01/28/23,31
JEFFERSON, 01/28/23,9
KING, 01/28/23,1329
KITSAP, 01/28/23,138
KITTITAS, 01/28/23,41
KLICKITAT, 01/28/23,7
LEWIS, 01/28/23,121
LINCOLN, 01/28/23,7
MASON, 01/28/23,36
OKANOGAN, 01/28/23,28
PACIFIC, 01/28/23,15
PEND OREILLE, 01/28/23,6
PIERCE, 01/28/23,680
SAN JUAN, 01/28/23,7
SKAGIT, 01/28/23,95
SKAMANIA, 01/28/23,11
SNOHOMISH, 01/28/23,569
SPOKANE, 01/28/23,343
STEVENS, 01/28/23,27
THURSTON, 01/28/23,184
WAHKIAKUM, 01/28/23,2
WALLA WALLA, 01/28/23,18
WHATCOM, 01/28/23,138
WHITMAN, 01/28/23,13
YAKIMA, 01/28/23,177
ADAMS, 02/04/23,9
ASOTIN, 02/04/23,5
BENTON, 02/04/23,163
CHELAN, 02/04/23,64
CLALLAM, 02/04/23,38
CLARK, 02/04/23,250
COLUMBIA, 02/04/23,1
COWLITZ, 02/04/23,67
DOUGLAS, 02/04/23,49
FERRY, 02/04/23,2
FRANKLIN, 02/04/23,75
GARFIELD, 02/04/23,1
GRANT, 02/04/23,62
GRAYS HARBOR, 02/04/23,55
ISLAND, 02/04/23,25
JEFFERSON, 02/04/23,11
KING, 02/04/23,1394
KITSAP, 02/04/23,144
KITTITAS, 02/04/23,32
KLICKITAT, 02/04/23,12
LEWIS, 02/04/23,83
LINCOLN, 02/04/23,3
MASON, 02/04/23,45
OKANOGAN, 02/04/23,26
PACIFIC, 02/04/23,11
PEND OREILLE, 02/04/23,7
PIERCE, 02/04/23,675
SAN JUAN, 02/04/23,9
SKAGIT, 02/04/23,79
SKAMANIA, 02/04/23,4
SNOHOMISH, 02/04/23,547
SPOKANE, 02/04/23,346
STEVENS, 02/04/23,28
THURSTON, 02/04/23,159
WAHKIAKUM, 02/04/23,1
WALLA WALLA, 02/04/23,25
WHATCOM, 02/04/23,127
WHITMAN, 02/04/23,6
YAKIMA, 02/04/23,190
ADAMS, 02/11/23,11
ASOTIN, 02/11/23,2
BENTON, 02/11/23,170
CHELAN, 02/11/23,80
CLALLAM, 02/11/23,31
CLARK, 02/11/23,283
COLUMBIA, 02/11/23,3
COWLITZ, 02/11/23,119
DOUGLAS, 02/11/23,44
FERRY, 02/11/23,5
FRANKLIN, 02/11/23,80
GARFIELD, 02/11/23,1
GRANT, 02/11/23,57
GRAYS HARBOR, 02/11/23,53
ISLAND, 02/11/23,32
JEFFERSON, 02/11/23,10
KING, 02/11/23,1301
KITSAP, 02/11/23,108
KITTITAS, 02/11/23,42
KLICKITAT, 02/11/23,9
LEWIS, 02/11/23,82
LINCOLN, 02/11/23,4
MASON, 02/11/23,41
OKANOGAN, 02/11/23,28
PACIFIC, 02/11/23,12
PEND OREILLE, 02/11/23,14
PIERCE, 02/11/23,755
SAN JUAN, 02/11/23,4
SKAGIT, 02/11/23,92
SKAMANIA, 02/11/23,6
SNOHOMISH, 02/11/23,556
SPOKANE, 02/11/23,351
STEVENS, 02/11/23,42
THURSTON, 02/11/23,194
WAHKIAKUM, 02/11/23,1
WALLA WALLA, 02/11/23,24
WHATCOM, 02/11/23,136
WHITMAN, 02/11/23,7
YAKIMA, 02/11/23,202
ADAMS, 02/18/23,11
ASOTIN, 02/18/23,6
BENTON, 02/18/23,160
CHELAN, 02/18/23,54
CLALLAM, 02/18/23,35
CLARK, 02/18/23,248
COLUMBIA, 02/18/23,1
