geography,variable,concept,date,estimate
Sound Transit,Bus,Transit Revenue-Hours,2012-09-01,43296
Sound Transit,Bus,Transit Revenue-Hours,2012-10-01,48481
Sound Transit,Bus,Transit Revenue-Hours,2012-11-01,45694
Sound Transit,Bus,Transit Revenue-Hours,2012-12-01,45184
Sound Transit,Bus,Transit Revenue-Hours,2013-01-01,47405
Sound Transit,Bus,Transit Revenue-Hours,2013-02-01,42786
Sound Transit,Bus,Transit Revenue-Hours,2013-03-01,45872
Sound Transit,Bus,Transit Revenue-Hours,2013-04-01,46254
Sound Transit,Bus,Transit Revenue-Hours,2013-05-01,47014
Sound Transit,Bus,Transit Revenue-Hours,2013-06-01,43466
Sound Transit,Bus,Transit Revenue-Hours,2013-07-01,46750
Sound Transit,Bus,Transit Revenue-Hours,2013-08-01,46875
Sound Transit,Bus,Transit Revenue-Hours,2013-09-01,43632
Sound Transit,Bus,Transit Revenue-Hours,2013-10-01,48101
Sound Transit,Bus,Transit Revenue-Hours,2013-11-01,44259
Sound Transit,Bus,Transit Revenue-Hours,2013-12-01,45744
Sound Transit,Bus,Transit Revenue-Hours,2014-01-01,48276
Sound Transit,Bus,Transit Revenue-Hours,2014-02-01,44378
Sound Transit,Bus,Transit Revenue-Hours,2014-03-01,47992
Sound Transit,Bus,Transit Revenue-Hours,2014-04-01,48209
Sound Transit,Bus,Transit Revenue-Hours,2014-05-01,47820
Sound Transit,Bus,Transit Revenue-Hours,2014-06-01,46863
Sound Transit,Bus,Transit Revenue-Hours,2014-07-01,49599
Sound Transit,Bus,Transit Revenue-Hours,2014-08-01,48342
Sound Transit,Bus,Transit Revenue-Hours,2014-09-01,47536
Sound Transit,Bus,Transit Revenue-Hours,2014-10-01,50951
Sound Transit,Bus,Transit Revenue-Hours,2014-11-01,45372
Sound Transit,Bus,Transit Revenue-Hours,2014-12-01,49924
Sound Transit,Bus,Transit Revenue-Hours,2015-01-01,48091
Sound Transit,Bus,Transit Revenue-Hours,2015-02-01,44813
Sound Transit,Bus,Transit Revenue-Hours,2015-03-01,49679
Sound Transit,Bus,Transit Revenue-Hours,2015-04-01,48866
Sound Transit,Bus,Transit Revenue-Hours,2015-05-01,47523
Sound Transit,Bus,Transit Revenue-Hours,2015-06-01,49699
Sound Transit,Bus,Transit Revenue-Hours,2015-07-01,50309
Sound Transit,Bus,Transit Revenue-Hours,2015-08-01,49062
Sound Transit,Bus,Transit Revenue-Hours,2015-09-01,47617
Sound Transit,Bus,Transit Revenue-Hours,2015-10-01,50466
Sound Transit,Bus,Transit Revenue-Hours,2015-11-01,47601
Sound Transit,Bus,Transit Revenue-Hours,2015-12-01,50667
Sound Transit,Bus,Transit Revenue-Hours,2016-01-01,47932
Sound Transit,Bus,Transit Revenue-Hours,2016-02-01,47406
Sound Transit,Bus,Transit Revenue-Hours,2016-03-01,52088
Sound Transit,Bus,Transit Revenue-Hours,2016-04-01,49999
Sound Transit,Bus,Transit Revenue-Hours,2016-05-01,50720
Sound Transit,Bus,Transit Revenue-Hours,2016-06-01,52047
Sound Transit,Bus,Transit Revenue-Hours,2016-07-01,49787
Sound Transit,Bus,Transit Revenue-Hours,2016-08-01,53551
Sound Transit,Bus,Transit Revenue-Hours,2016-09-01,51060
Sound Transit,Bus,Transit Revenue-Hours,2016-10-01,52263
Sound Transit,Bus,Transit Revenue-Hours,2016-11-01,51492
Sound Transit,Bus,Transit Revenue-Hours,2016-12-01,51953
Sound Transit,Bus,Transit Revenue-Hours,2017-01-01,51571
Sound Transit,Bus,Transit Revenue-Hours,2017-02-01,48418
Sound Transit,Bus,Transit Revenue-Hours,2017-03-01,54933
Sound Transit,Bus,Transit Revenue-Hours,2017-04-01,49669
Sound Transit,Bus,Transit Revenue-Hours,2017-05-01,53394
Sound Transit,Bus,Transit Revenue-Hours,2017-06-01,53475
Sound Transit,Bus,Transit Revenue-Hours,2017-07-01,51025
Sound Transit,Bus,Transit Revenue-Hours,2017-08-01,54678
Sound Transit,Bus,Transit Revenue-Hours,2017-09-01,50027
Sound Transit,Bus,Transit Revenue-Hours,2017-10-01,54289
Sound Transit,Bus,Transit Revenue-Hours,2017-11-01,52793
Sound Transit,Bus,Transit Revenue-Hours,2017-12-01,52075
Sound Transit,Bus,Transit Revenue-Hours,2018-01-01,53981
Sound Transit,Bus,Transit Revenue-Hours,2018-02-01,49375
Sound Transit,Bus,Transit Revenue-Hours,2018-03-01,54599
Sound Transit,Bus,Transit Revenue-Hours,2018-04-01,51702
Sound Transit,Bus,Transit Revenue-Hours,2018-05-01,54423
Sound Transit,Bus,Transit Revenue-Hours,2018-06-01,52957
Sound Transit,Bus,Transit Revenue-Hours,2018-07-01,58192
Sound Transit,Bus,Transit Revenue-Hours,2018-08-01,56267
Sound Transit,Bus,Transit Revenue-Hours,2018-09-01,50061
Sound Transit,Bus,Transit Revenue-Hours,2018-10-01,57259
Sound Transit,Bus,Transit Revenue-Hours,2018-11-01,53027
Sound Transit,Bus,Transit Revenue-Hours,2018-12-01,52313
Sound Transit,Bus,Transit Revenue-Hours,2019-01-01,54642
Sound Transit,Bus,Transit Revenue-Hours,2019-02-01,48251
Sound Transit,Bus,Transit Revenue-Hours,2019-03-01,54199
Sound Transit,Bus,Transit Revenue-Hours,2019-04-01,55381
Sound Transit,Bus,Transit Revenue-Hours,2019-05-01,56445
Sound Transit,Bus,Transit Revenue-Hours,2019-06-01,55176
Sound Transit,Bus,Transit Revenue-Hours,2019-07-01,56989
Sound Transit,Bus,Transit Revenue-Hours,2019-08-01,57018
Sound Transit,Bus,Transit Revenue-Hours,2019-09-01,52046
Sound Transit,Bus,Transit Revenue-Hours,2019-10-01,56836
Sound Transit,Bus,Transit Revenue-Hours,2019-11-01,51971
Sound Transit,Bus,Transit Revenue-Hours,2019-12-01,54058
Sound Transit,Bus,Transit Revenue-Hours,2020-01-01,55954
Sound Transit,Bus,Transit Revenue-Hours,2020-02-01,51525
Sound Transit,Bus,Transit Revenue-Hours,2020-03-01,52572
Sound Transit,Bus,Transit Revenue-Hours,2020-04-01,38528
Sound Transit,Bus,Transit Revenue-Hours,2020-05-01,39593
Sound Transit,Bus,Transit Revenue-Hours,2020-06-01,44722
Sound Transit,Bus,Transit Revenue-Hours,2020-07-01,46600
Sound Transit,Bus,Transit Revenue-Hours,2020-08-01,45774
Sound Transit,Bus,Transit Revenue-Hours,2020-09-01,45030
Sound Transit,Bus,Transit Revenue-Hours,2020-10-01,47849
Sound Transit,Bus,Transit Revenue-Hours,2020-11-01,44872
Sound Transit,Bus,Transit Revenue-Hours,2020-12-01,46548
Sound Transit,Bus,Transit Revenue-Hours,2021-01-01,44990
Sound Transit,Bus,Transit Revenue-Hours,2021-02-01,42554
Sound Transit,Bus,Transit Revenue-Hours,2021-03-01,48063
Sound Transit,Bus,Transit Revenue-Hours,2021-04-01,46367
Sound Transit,Bus,Transit Revenue-Hours,2021-05-01,45215
Sound Transit,Bus,Transit Revenue-Hours,2021-06-01,46513
Sound Transit,Bus,Transit Revenue-Hours,2021-07-01,45931
Sound Transit,Bus,Transit Revenue-Hours,2021-08-01,46439
Sound Transit,Bus,Transit Revenue-Hours,2021-09-01,44536
Sound Transit,Bus,Transit Revenue-Hours,2021-10-01,47297
Sound Transit,Bus,Transit Revenue-Hours,2021-11-01,45373
Sound Transit,Bus,Transit Revenue-Hours,2021-12-01,44436
Sound Transit,Bus,Transit Revenue-Hours,2022-01-01,43798
Sound Transit,Bus,Transit Revenue-Hours,2022-02-01,41032
Sound Transit,Bus,Transit Revenue-Hours,2022-03-01,45895
Sound Transit,Bus,Transit Revenue-Hours,2022-04-01,43074
Sound Transit,Bus,Transit Revenue-Hours,2022-05-01,43334
Sound Transit,Bus,Transit Revenue-Hours,2022-06-01,43268
Sound Transit,Bus,Transit Revenue-Hours,2022-07-01,42451
Sound Transit,Bus,Transit Revenue-Hours,2022-08-01,44049
Sound Transit,Bus,Transit Revenue-Hours,2022-09-01,41819
Sound Transit,Bus,Transit Revenue-Hours,2022-10-01,43670
Sound Transit,Bus,Transit Revenue-Hours,2022-11-01,42320
Sound Transit,Bus,Transit Revenue-Hours,2022-12-01,40890
Sound Transit,Bus,Transit Revenue-Hours,2023-01-01,42254
Sound Transit,Bus,Transit Revenue-Hours,2023-02-01,38412
Sound Transit,Bus,Transit Revenue-Hours,2023-03-01,42590
Sound Transit,Bus,Transit Revenue-Hours,2023-04-01,40090
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-01-01,572
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-02-01,520
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-03-01,546
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-04-01,576
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-05-01,572
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-06-01,520
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-07-01,574
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-08-01,574
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-09-01,535
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-10-01,828
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-11-01,720
Sound Transit,Commuter Rail,Transit Revenue-Hours,2002-12-01,756
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-01-01,792
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-02-01,720
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-03-01,756
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-04-01,820
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-05-01,804
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-06-01,784
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-07-01,838
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-08-01,831
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-09-01,841
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-10-01,857
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-11-01,802
Sound Transit,Commuter Rail,Transit Revenue-Hours,2003-12-01,932
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-01-01,943
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-02-01,913
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-03-01,1050
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-04-01,1007
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-05-01,910
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-06-01,982
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-07-01,967
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-08-01,1013
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-09-01,995
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-10-01,1011
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-11-01,1008
Sound Transit,Commuter Rail,Transit Revenue-Hours,2004-12-01,1006
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-01-01,1008
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-02-01,955
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-03-01,1099
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-04-01,952
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-05-01,998
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-06-01,1206
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-07-01,1150
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-08-01,1267
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-09-01,1262
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-10-01,1445
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-11-01,1350
Sound Transit,Commuter Rail,Transit Revenue-Hours,2005-12-01,1350
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-01-01,1299
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-02-01,1160
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-03-01,1375
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-04-01,1207
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-05-01,1402
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-06-01,1435
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-07-01,1319
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-08-01,1484
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-09-01,1377
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-10-01,1445
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-11-01,1329
Sound Transit,Commuter Rail,Transit Revenue-Hours,2006-12-01,1261
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-01-01,1420
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-02-01,1296
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-03-01,1447
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-04-01,1441
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-05-01,1486
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-06-01,1453
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-07-01,1535
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-08-01,1541
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-09-01,1575
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-10-01,2245
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-11-01,1942
Sound Transit,Commuter Rail,Transit Revenue-Hours,2007-12-01,1898
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-01-01,2087
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-02-01,1937
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-03-01,1966
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-04-01,2105
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-05-01,2034
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-06-01,2027
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-07-01,2106
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-08-01,2044
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-09-01,2415
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-10-01,3056
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-11-01,2549
Sound Transit,Commuter Rail,Transit Revenue-Hours,2008-12-01,2680
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-01-01,2508
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-02-01,2502
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-03-01,2812
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-04-01,2886
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-05-01,2679
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-06-01,3298
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-07-01,3346
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-08-01,3176
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-09-01,3275
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-10-01,3367
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-11-01,2925
Sound Transit,Commuter Rail,Transit Revenue-Hours,2009-12-01,3291
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-01-01,2958
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-02-01,2943
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-03-01,3351
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-04-01,3252
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-05-01,3114
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-06-01,3310
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-07-01,3156
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-08-01,3271
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-09-01,3276
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-10-01,3209
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-11-01,3209
Sound Transit,Commuter Rail,Transit Revenue-Hours,2010-12-01,3472
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-01-01,3196
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-02-01,2979
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-03-01,3271
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-04-01,3181
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-05-01,3189
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-06-01,3343
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-07-01,3067
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-08-01,3498
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-09-01,3286
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-10-01,3243
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-11-01,3153
Sound Transit,Commuter Rail,Transit Revenue-Hours,2011-12-01,3183
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-01-01,3042
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-02-01,3035
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-03-01,3217
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-04-01,3178
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-05-01,3303
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-06-01,3145
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-07-01,3212
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-08-01,3484
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-09-01,3018
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-10-01,3832
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-11-01,3431
Sound Transit,Commuter Rail,Transit Revenue-Hours,2012-12-01,3054
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-01-01,3452
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-02-01,3247
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-03-01,3340
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-04-01,4455
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-05-01,4460
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-06-01,4145
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-07-01,4520
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-08-01,4523
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-09-01,4681
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-10-01,4571
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-11-01,3992
Sound Transit,Commuter Rail,Transit Revenue-Hours,2013-12-01,3871
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-01-01,4205
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-02-01,3967
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-03-01,3961
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-04-01,4311
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-05-01,4203
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-06-01,4142
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-07-01,4377
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-08-01,4200
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-09-01,4379
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-10-01,4572
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-11-01,3671
Sound Transit,Commuter Rail,Transit Revenue-Hours,2014-12-01,4387
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-01-01,4906
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-02-01,4368
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-03-01,4914
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-04-01,5105
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-05-01,4692
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-06-01,5113
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-07-01,5087
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-08-01,4860
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-09-01,4953
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-10-01,5130
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-11-01,4540
Sound Transit,Commuter Rail,Transit Revenue-Hours,2015-12-01,5092
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-01-01,4472
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-02-01,4737
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-03-01,5144
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-04-01,4924
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-05-01,4941
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-06-01,5089
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-07-01,4673
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-08-01,5315
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-09-01,5128
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-10-01,4965
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-11-01,4887
Sound Transit,Commuter Rail,Transit Revenue-Hours,2016-12-01,5000
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-01-01,5117
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-02-01,4375
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-03-01,5401
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-04-01,4675
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-05-01,5293
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-06-01,5168
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-07-01,4740
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-08-01,5345
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-09-01,5047
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-10-01,6627
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-11-01,6128
Sound Transit,Commuter Rail,Transit Revenue-Hours,2017-12-01,6019
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-01-01,6389
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-02-01,6028
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-03-01,6437
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-04-01,6251
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-05-01,6885
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-06-01,6203
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-07-01,6297
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-08-01,6834
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-09-01,5829
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-10-01,6923
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-11-01,5983
Sound Transit,Commuter Rail,Transit Revenue-Hours,2018-12-01,5748
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-01-01,6439
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-02-01,5975
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-03-01,6230
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-04-01,6563
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-05-01,6510
Sound Transit,Commuter Rail,Transit Revenue-Hours,2019-06-01,5919
