geography,variable,concept,date,estimate
Pierce Transit,Bus,Transit Revenue-Hours,2021-12-01,31330
Pierce Transit,Bus,Transit Revenue-Hours,2022-01-01,31004
Pierce Transit,Bus,Transit Revenue-Hours,2022-02-01,29219
Pierce Transit,Bus,Transit Revenue-Hours,2022-03-01,32894
Pierce Transit,Bus,Transit Revenue-Hours,2022-04-01,31110
Pierce Transit,Bus,Transit Revenue-Hours,2022-05-01,31391
Pierce Transit,Bus,Transit Revenue-Hours,2022-06-01,31631
Pierce Transit,Bus,Transit Revenue-Hours,2022-07-01,30805
Pierce Transit,Bus,Transit Revenue-Hours,2022-08-01,32467
Pierce Transit,Bus,Transit Revenue-Hours,2022-09-01,30871
Pierce Transit,Bus,Transit Revenue-Hours,2022-10-01,31793
Pierce Transit,Bus,Transit Revenue-Hours,2022-11-01,31017
Pierce Transit,Bus,Transit Revenue-Hours,2022-12-01,30820
Pierce Transit,Bus,Transit Revenue-Hours,2023-01-01,31536
Pierce Transit,Bus,Transit Revenue-Hours,2023-02-01,29309
Pierce Transit,Bus,Transit Revenue-Hours,2023-03-01,33154
Pierce Transit,Bus,Transit Revenue-Hours,2023-04-01,31158
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-01-01,5967
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-02-01,5401
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-03-01,5752
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-04-01,5973
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-05-01,6009
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-06-01,5558
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-07-01,5929
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-08-01,5951
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-09-01,5611
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-10-01,6314
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-11-01,5195
Pierce Transit,Vanpool,Transit Revenue-Hours,2002-12-01,5114
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-01-01,6183
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-02-01,5571
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-03-01,6016
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-04-01,6385
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-05-01,6250
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-06-01,7360
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-07-01,7622
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-08-01,7684
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-09-01,7731
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-10-01,6695
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-11-01,6677
Pierce Transit,Vanpool,Transit Revenue-Hours,2003-12-01,7239
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-01-01,7335
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-02-01,7570
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-03-01,9100
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-04-01,8626
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-05-01,8068
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-06-01,8744
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-07-01,8350
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-08-01,8780
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-09-01,8363
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-10-01,8440
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-11-01,8229
Pierce Transit,Vanpool,Transit Revenue-Hours,2004-12-01,7943
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-01-01,8442
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-02-01,8003
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-03-01,9258
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-04-01,8633
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-05-01,8814
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-06-01,9194
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-07-01,8217
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-08-01,9462
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-09-01,7586
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-10-01,8834
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-11-01,8670
Pierce Transit,Vanpool,Transit Revenue-Hours,2005-12-01,8062
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-01-01,9289
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-02-01,8769
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-03-01,10187
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-04-01,8904
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-05-01,9819
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-06-01,9711
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-07-01,8753
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-08-01,10148
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-09-01,9548
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-10-01,10375
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-11-01,9158
Pierce Transit,Vanpool,Transit Revenue-Hours,2006-12-01,10036
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-01-01,11734
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-02-01,11008
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-03-01,12439
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-04-01,11597
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-05-01,12344
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-06-01,11801
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-07-01,11773
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-08-01,12630
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-09-01,12244
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-10-01,14441
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-11-01,11618
Pierce Transit,Vanpool,Transit Revenue-Hours,2007-12-01,10325
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-01-01,12592
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-02-01,11935
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-03-01,12620
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-04-01,12838
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-05-01,12689
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-06-01,12858
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-07-01,13453
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-08-01,12979
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-09-01,11446
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-10-01,11871
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-11-01,11334
Pierce Transit,Vanpool,Transit Revenue-Hours,2008-12-01,9383
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-01-01,11011
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-02-01,10276
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-03-01,11540
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-04-01,11681
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-05-01,10812
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-06-01,11919
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-07-01,11773
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-08-01,11311
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-09-01,11350
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-10-01,11924
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-11-01,10534
Pierce Transit,Vanpool,Transit Revenue-Hours,2009-12-01,10831
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-01-01,11017
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-02-01,10774
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-03-01,12761
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-04-01,12278
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-05-01,11255
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-06-01,11910
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-07-01,11466
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-08-01,12016
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-09-01,11924
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-10-01,11659
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-11-01,10517
Pierce Transit,Vanpool,Transit Revenue-Hours,2010-12-01,10488
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-01-01,11197
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-02-01,10604
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-03-01,12988
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-04-01,11836
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-05-01,11851
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-06-01,12399
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-07-01,11297
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-08-01,13043
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-09-01,11851
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-10-01,11801
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-11-01,11244
Pierce Transit,Vanpool,Transit Revenue-Hours,2011-12-01,10432
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-01-01,10401
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-02-01,11521
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-03-01,12281
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-04-01,11775
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-05-01,12292
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-06-01,11678
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-07-01,11640
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-08-01,12834
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-09-01,11046
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-10-01,13118
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-11-01,11605
Pierce Transit,Vanpool,Transit Revenue-Hours,2012-12-01,10222
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-01-01,12587
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-02-01,11379
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-03-01,12156
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-04-01,12875
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-05-01,12758
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-06-01,11719
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-07-01,12493
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-08-01,12533
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-09-01,11666
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-10-01,13007
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-11-01,10726
Pierce Transit,Vanpool,Transit Revenue-Hours,2013-12-01,10509
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-01-01,12223
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-02-01,10991
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-03-01,11805
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-04-01,12456
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-05-01,11717
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-06-01,11689
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-07-01,12052
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-08-01,11404
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-09-01,11822
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-10-01,12643
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-11-01,10118
Pierce Transit,Vanpool,Transit Revenue-Hours,2014-12-01,11338
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-01-01,11881
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-02-01,11428
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-03-01,12712
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-04-01,12482
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-05-01,11346
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-06-01,12367
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-07-01,12522
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-08-01,11980
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-09-01,12013
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-10-01,12443
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-11-01,10915
Pierce Transit,Vanpool,Transit Revenue-Hours,2015-12-01,11145
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-01-01,11441
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-02-01,11921
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-03-01,13372
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-04-01,12028
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-05-01,11984
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-06-01,12681
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-07-01,11582
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-08-01,13365
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-09-01,12643
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-10-01,12601
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-11-01,12036
Pierce Transit,Vanpool,Transit Revenue-Hours,2016-12-01,11226
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-01-01,12720
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-02-01,11520
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-03-01,13874
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-04-01,12098
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-05-01,13249
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-06-01,10978
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-07-01,11547
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-08-01,13408
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-09-01,11922
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-10-01,13108
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-11-01,12077
Pierce Transit,Vanpool,Transit Revenue-Hours,2017-12-01,10602
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-01-01,13006
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-02-01,11529
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-03-01,13073
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-04-01,12666
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-05-01,13003
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-06-01,12466
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-07-01,12141
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-08-01,13177
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-09-01,11334
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-10-01,13099
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-11-01,11506
Pierce Transit,Vanpool,Transit Revenue-Hours,2018-12-01,9913
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-01-01,12223
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-02-01,10032
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-03-01,12175
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-04-01,12462
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-05-01,12341
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-06-01,11327
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-07-01,11917
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-08-01,12394
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-09-01,9804
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-10-01,11585
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-11-01,10020
Pierce Transit,Vanpool,Transit Revenue-Hours,2019-12-01,9698
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-01-01,11071
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-02-01,10257
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-03-01,8412
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-04-01,3962
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-05-01,4989
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-06-01,6252
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-07-01,6878
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-08-01,6794
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-09-01,6591
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-10-01,6773
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-11-01,5820
Pierce Transit,Vanpool,Transit Revenue-Hours,2020-12-01,5496
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-01-01,5722
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-02-01,5771
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-03-01,6783
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-04-01,6113
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-05-01,5938
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-06-01,6191
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-07-01,6320
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-08-01,6683
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-09-01,5995
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-10-01,6207
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-11-01,6080
Pierce Transit,Vanpool,Transit Revenue-Hours,2021-12-01,5708
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-01-01,6099
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-02-01,6230
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-03-01,7345
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-04-01,6891
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-05-01,6889
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-06-01,7701
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-07-01,7322
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-08-01,8291
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-09-01,7501
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-10-01,7640
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-11-01,7434
Pierce Transit,Vanpool,Transit Revenue-Hours,2022-12-01,6640
Pierce Transit,Vanpool,Transit Revenue-Hours,2023-01-01,7750
Pierce Transit,Vanpool,Transit Revenue-Hours,2023-02-01,7324
Pierce Transit,Vanpool,Transit Revenue-Hours,2023-03-01,8694
Pierce Transit,Vanpool,Transit Revenue-Hours,2023-04-01,7693
Sound Transit,Bus,Transit Revenue-Hours,2002-01-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-02-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-03-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-04-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-05-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-06-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-07-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-08-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-09-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-10-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-11-01,0
Sound Transit,Bus,Transit Revenue-Hours,2002-12-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-01-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-02-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-03-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-04-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-05-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-06-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-07-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-08-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-09-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-10-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-11-01,0
Sound Transit,Bus,Transit Revenue-Hours,2003-12-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-01-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-02-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-03-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-04-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-05-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-06-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-07-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-08-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-09-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-10-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-11-01,0
Sound Transit,Bus,Transit Revenue-Hours,2004-12-01,0
Sound Transit,Bus,Transit Revenue-Hours,2005-01-01,28644
Sound Transit,Bus,Transit Revenue-Hours,2005-02-01,40879
Sound Transit,Bus,Transit Revenue-Hours,2005-03-01,31452
Sound Transit,Bus,Transit Revenue-Hours,2005-04-01,34372
Sound Transit,Bus,Transit Revenue-Hours,2005-05-01,35127
Sound Transit,Bus,Transit Revenue-Hours,2005-06-01,34760
Sound Transit,Bus,Transit Revenue-Hours,2005-07-01,33842
Sound Transit,Bus,Transit Revenue-Hours,2005-08-01,36072
Sound Transit,Bus,Transit Revenue-Hours,2005-09-01,34545
Sound Transit,Bus,Transit Revenue-Hours,2005-10-01,35843
Sound Transit,Bus,Transit Revenue-Hours,2005-11-01,35434
Sound Transit,Bus,Transit Revenue-Hours,2005-12-01,35906
Sound Transit,Bus,Transit Revenue-Hours,2006-01-01,38963
Sound Transit,Bus,Transit Revenue-Hours,2006-02-01,35673
Sound Transit,Bus,Transit Revenue-Hours,2006-03-01,40814
Sound Transit,Bus,Transit Revenue-Hours,2006-04-01,37891
Sound Transit,Bus,Transit Revenue-Hours,2006-05-01,40244
Sound Transit,Bus,Transit Revenue-Hours,2006-06-01,39121
Sound Transit,Bus,Transit Revenue-Hours,2006-07-01,38103
Sound Transit,Bus,Transit Revenue-Hours,2006-08-01,40695
Sound Transit,Bus,Transit Revenue-Hours,2006-09-01,37517
Sound Transit,Bus,Transit Revenue-Hours,2006-10-01,40477
Sound Transit,Bus,Transit Revenue-Hours,2006-11-01,39600
Sound Transit,Bus,Transit Revenue-Hours,2006-12-01,38953
Sound Transit,Bus,Transit Revenue-Hours,2007-01-01,40822
Sound Transit,Bus,Transit Revenue-Hours,2007-02-01,37002
Sound Transit,Bus,Transit Revenue-Hours,2007-03-01,41428
Sound Transit,Bus,Transit Revenue-Hours,2007-04-01,39966
Sound Transit,Bus,Transit Revenue-Hours,2007-05-01,41735
Sound Transit,Bus,Transit Revenue-Hours,2007-06-01,41189
Sound Transit,Bus,Transit Revenue-Hours,2007-07-01,41866
Sound Transit,Bus,Transit Revenue-Hours,2007-08-01,44572
Sound Transit,Bus,Transit Revenue-Hours,2007-09-01,38926
Sound Transit,Bus,Transit Revenue-Hours,2007-10-01,42321
Sound Transit,Bus,Transit Revenue-Hours,2007-11-01,39904
Sound Transit,Bus,Transit Revenue-Hours,2007-12-01,40083
Sound Transit,Bus,Transit Revenue-Hours,2008-01-01,41344
Sound Transit,Bus,Transit Revenue-Hours,2008-02-01,39354
Sound Transit,Bus,Transit Revenue-Hours,2008-03-01,41445
Sound Transit,Bus,Transit Revenue-Hours,2008-04-01,41973
Sound Transit,Bus,Transit Revenue-Hours,2008-05-01,42059
Sound Transit,Bus,Transit Revenue-Hours,2008-06-01,41313
Sound Transit,Bus,Transit Revenue-Hours,2008-07-01,43112
Sound Transit,Bus,Transit Revenue-Hours,2008-08-01,42445
Sound Transit,Bus,Transit Revenue-Hours,2008-09-01,42049
Sound Transit,Bus,Transit Revenue-Hours,2008-10-01,45263
Sound Transit,Bus,Transit Revenue-Hours,2008-11-01,40639
Sound Transit,Bus,Transit Revenue-Hours,2008-12-01,43900
Sound Transit,Bus,Transit Revenue-Hours,2009-01-01,43254
Sound Transit,Bus,Transit Revenue-Hours,2009-02-01,39824
Sound Transit,Bus,Transit Revenue-Hours,2009-03-01,43981
Sound Transit,Bus,Transit Revenue-Hours,2009-04-01,43541
Sound Transit,Bus,Transit Revenue-Hours,2009-05-01,42415
Sound Transit,Bus,Transit Revenue-Hours,2009-06-01,44535
Sound Transit,Bus,Transit Revenue-Hours,2009-07-01,46798
Sound Transit,Bus,Transit Revenue-Hours,2009-08-01,46368
Sound Transit,Bus,Transit Revenue-Hours,2009-09-01,45680
Sound Transit,Bus,Transit Revenue-Hours,2009-10-01,47948
Sound Transit,Bus,Transit Revenue-Hours,2009-11-01,44849
Sound Transit,Bus,Transit Revenue-Hours,2009-12-01,47033
Sound Transit,Bus,Transit Revenue-Hours,2010-01-01,43543
Sound Transit,Bus,Transit Revenue-Hours,2010-02-01,42344
Sound Transit,Bus,Transit Revenue-Hours,2010-03-01,48126
Sound Transit,Bus,Transit Revenue-Hours,2010-04-01,46258
Sound Transit,Bus,Transit Revenue-Hours,2010-05-01,44868
Sound Transit,Bus,Transit Revenue-Hours,2010-06-01,46226
Sound Transit,Bus,Transit Revenue-Hours,2010-07-01,45878
Sound Transit,Bus,Transit Revenue-Hours,2010-08-01,46784
Sound Transit,Bus,Transit Revenue-Hours,2010-09-01,44929
Sound Transit,Bus,Transit Revenue-Hours,2010-10-01,46829
Sound Transit,Bus,Transit Revenue-Hours,2010-11-01,45990
Sound Transit,Bus,Transit Revenue-Hours,2010-12-01,48423
Sound Transit,Bus,Transit Revenue-Hours,2011-01-01,46741
Sound Transit,Bus,Transit Revenue-Hours,2011-02-01,43461
Sound Transit,Bus,Transit Revenue-Hours,2011-03-01,49457
Sound Transit,Bus,Transit Revenue-Hours,2011-04-01,47054
Sound Transit,Bus,Transit Revenue-Hours,2011-05-01,47837
Sound Transit,Bus,Transit Revenue-Hours,2011-06-01,46980
Sound Transit,Bus,Transit Revenue-Hours,2011-07-01,44322
Sound Transit,Bus,Transit Revenue-Hours,2011-08-01,47556
Sound Transit,Bus,Transit Revenue-Hours,2011-09-01,44484
Sound Transit,Bus,Transit Revenue-Hours,2011-10-01,45430
Sound Transit,Bus,Transit Revenue-Hours,2011-11-01,44571
Sound Transit,Bus,Transit Revenue-Hours,2011-12-01,45286
Sound Transit,Bus,Transit Revenue-Hours,2012-01-01,44296
Sound Transit,Bus,Transit Revenue-Hours,2012-02-01,43977
Sound Transit,Bus,Transit Revenue-Hours,2012-03-01,46818
Sound Transit,Bus,Transit Revenue-Hours,2012-04-01,45012
Sound Transit,Bus,Transit Revenue-Hours,2012-05-01,47022
Sound Transit,Bus,Transit Revenue-Hours,2012-06-01,45456
Sound Transit,Bus,Transit Revenue-Hours,2012-07-01,46183
Sound Transit,Bus,Transit Revenue-Hours,2012-08-01,48442
