variable,estimate,year,month,data_day,equiv_day,geography,concept
Subtotal - Domestic Air Mail,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,20105,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,16671,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,36776,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Military,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,0,2022,05,2022-05-01,2023-05-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1899234,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1894658,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3793892,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,206111,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,226239,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,432350,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2105345,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2120897,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4226242,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,15880,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,12467,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,28347,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4229,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5973,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,10202,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,20109,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,18440,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,38549,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,20109,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,18440,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,38549,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,34810,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,318,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,122,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Military,1,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,35251,2022,06,2022-06-01,2023-06-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,2066403,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,2046148,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,4112551,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,252639,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,232762,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,485401,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2319042,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2278910,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4597952,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13769,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,14920,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,28689,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4755,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,7999,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,12754,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,18524,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,22920,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,41444,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,18524,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,22920,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,41444,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,37528,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,345,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,178,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Military,1,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,38052,2022,07,2022-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,2034486,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,2070091,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,4104577,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,255768,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,236813,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,492581,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2290254,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2306904,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4597158,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,15615,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,13470,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,29085,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4352,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5937,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,10289,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19966,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,19407,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,39373,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19966,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19407,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,39373,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,37569,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,355,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,155,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Military,3,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,38082,2022,08,2022-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1892691,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1900990,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3793681,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,223905,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,216010,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,439915,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2116596,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2117000,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4233596,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,17986,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,12815,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,30801,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4809,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4200,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,9009,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,22795,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,17015,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,39810,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,22795,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,17015,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,39810,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,36206,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,359,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,117,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Military,2,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,36684,2022,09,2022-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1855207,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1881859,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3737066,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,206886,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,201696,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,408582,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2062093,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,2083555,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,4145648,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,14571,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,12340,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,26911,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,5442,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4362,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,9804,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,20014,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,16702,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,36716,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,20014,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,16702,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,36716,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,34771,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,313,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,104,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Military,2,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,35190,2022,10,2022-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1707779,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1713220,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3420999,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,173683,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,188731,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,362414,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1881462,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1901951,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3783413,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13973,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,11086,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,25059,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,5177,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4131,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,9308,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19150,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,15217,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,34367,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19150,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,15217,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,34367,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,31949,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,328,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,101,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Military,2,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,32380,2022,11,2022-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1639877,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1699187,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3339064,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,183629,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,195235,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,378864,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1823506,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1894422,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3717928,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,15697,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,14101,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,29798,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4128,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,3999,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,8127,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19825,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,18100,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,37925,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
